entity_id,name,ticker,sec_cik
811,"Service Corp International",SCI,89089
812,"Weis Markets",WMK,105418
813,"Packaging Corp of America",PKG,75677
814,Rock-Tenn,RKT,230498
815,"Building Materials Holding",BLG,NULL
816,"The McClatchy Company",MNI,1056087
817,"AO Smith",AOS,91142
818,"Airtran Holdings",AAI,948846
819,"DST Systems",DST,714603
820,"Alliance Data Systems",ADS,1101215
821,"Citizens Communications",FTR,20520
822,Vectren,VVC,1096385
823,"Lincoln Electric Holdings",LECO,59527
824,"International Flavors & Fragrances",IFF,51253
825,"Cliffs Natural Resources Inc.",CLF,764065
826,Brown-Forman,BFB,14693
827,Moody's,MCO,1059556
829,Pall,PLL,75829
830,"Valassis Communications",VCI,883293
831,"MetroPCS Communications",PCS,NULL
832,"Burger King Holdings Inc.",BKC,1352801
833,"Ralcorp Holdings",RAH,1029506
834,"T. Rowe Price Group, Inc.",TROW,1113169
835,"Metal Management",MM,795665
836,"E*TRADE Financial Corporation",ETFC,1015780
837,"Church & Dwight",CHD,313927
838,"Martin Marietta Materials",MLM,916076
839,Ferro,FOE,35214
840,"CR Bard",BCR,9892
843,"IMS Health",RX,1058083
844,Scholastic,SCHL,866729
845,Autodesk,ADSK,769397
847,"Thomas & Betts",TNB,97854
849,"Pep Boys-Manny Moe & Jack",PBY,77449
850,"Children's Place Retail Stores",PLCE,1041859
851,"Briggs & Stratton Corp",BGG,14195
852,"Magellan Health Services",MGLN,19411
853,Nelnet,NNI,1258602
854,"Southwest Gas",SWX,92416
855,"THE J. M. SMUCKER COMPANY",SJM,91419
856,"Equity Residential",EQR,906107
857,"Furniture Brands International",FBN,50957
858,"Ensco plc",ESV,314808
859,Ametek,AME,1037868
860,"King Pharmaceuticals",KG,1047699
861,Hercules,HPC,46989
862,"Cognizant Technology Solutions",CTSH,1058290
863,"Hudson City Bancorp",HCBK,921847
864,Applera,ABI,77551
866,"Grant Prideco",GRP,1097313
867,"Patterson-UTI Energy, Inc.",PTEN,889900
868,"Men's Wearhouse",MW,884217
870,"Stewart Information Services",STC,94344
871,"Roper Industries",ROP,882835
873,"Rowan Companies, Inc.",RDC,85408
874,"National Fuel Gas",NFG,70145
875,"Oil States International, Inc.",OIS,1121484
876,Amerco,UHAL,4457
877,"DynCorp International",DCP,1338916
878,"Pioneer Natural Resources Company",PXD,1038357
879,"Werner Enterprises",WERN,793074
880,Imation,IMN,1014111
881,"Fastenal Company",FAST,815556
882,"Hayes Lemmerz",HAYZ,1237941
883,Quanex,NX,276889
884,Cenveo,CVO,920321
885,Sigma-Aldrich,SIAL,90185
886,"Flowers Foods",FLO,1128928
887,Belden,BDC,913142
888,"Source Interlink Companies Inc.",SORC,943605
889,"Rush Enterprises",RUSHB,1012019
890,"IDT Corporation",IDT,1005731
891,"Warnaco Group",WRC,801351
892,"Hill-Rom Holdings",HRC,47518
893,"Interactive Brokers Group",IBKR,1381197
894,Spherion,SFN,914536
895,"The Laclede Group, Inc.",LG,1126956
896,"IndyMac Bancorp",IDMC,NULL
897,NBTY,NTY,70793
898,"Applied Industrial Technologies",AIT,109563
899,"Dentsply International",XRAY,818479
900,"Fleetwood Enterprises",FLE,314132
901,"Boyd Gaming Corporation",BYD,906553
902,"Alliance One International",AOI,939930
903,"Ferrellgas Partners, L.P.",FGP,922358
904,ScanSource,SCSC,918965
905,"Commerce Group",CGI,811612
906,"Tupperware Brands",TUP,1008654
907,Sauer-Danfoss,SHS,865754
908,"Pacer International",PACR,1091735
909,"Carpenter Technology",CRS,17843
910,"ACCO Brands",ABD,712034
911,"CACI International Inc",CAI,16058
912,CommScope,CTV,1035884
913,"National Semiconductor Corporation",NSM,70530
914,Pool,POOL,945841
915,USEC,USU,1065059
916,"MEMC Electronic Materials",WFR,945436
917,"Herman Miller",MLHR,66382
918,Donaldson,DCI,29644
919,"Tellabs Inc.",TLAB,317771
920,"Sierra Health Services",SIE,754009
921,"CSK Auto",CAO,1051848
922,"UST Inc.",UST,811669
923,AptarGroup,ATR,896622
924,Paychex,PAYX,723531
925,"Jo Ann Stores",JAS,34151
926,"Alpha Natural Resources, Inc.",ANR,1310243
927,Toro,TTC,737758
928,"Gardner Denver",GDI,916459
929,HealthExtras,HLEX,NULL
931,"Mueller Water Products, Inc.",MWAB,NULL
932,"Selective Insurance Group",SIGI,230557
934,"Equifax Inc.",EFX,33185
935,Xilinx,XLNX,743988
936,"Brookdale Senior Living",BKD,1332349
937,"Arkansas Best",ABFS,894405
938,"Baldor Electric",BEZ,9342
939,"Public Storage",PSA,1393311
941,Regal-Beloit,RBC,82811
942,"Century Aluminum",CENX,949157
943,"Career Education",CECO,1046568
944,"Mettler-Toledo International",MTD,1037646
945,"Newfield Exploration Company",NFX,912750
946,PerkinElmer,PKI,31791
947,"A Schulman",SHLM,87565
948,"PC Connection",PCCC,1050377
949,"Alexander & Baldwin Inc.",ALEX,1545654
950,Fred's,FRED,724571
951,"Polaris Industries",PII,931015
952,"Varian Medical Systems",VAR,203527
953,Agilysys,AGYS,78749
954,"Apartment Investment and Management Company",AIV,922864
955,Cephalon,CEPH,873364
956,Watsco,WSO,105016
957,"RSC Holdings",RRR,1389305
958,"Helix Energy Solutions Group",HLX,866829
959,"Dollar Thrifty Automotive",DTG,1049108
960,"American Greetings",AM,5133
963,"Modine Manufacturing",MOD,67347
964,"CME Group",CME,1156375
965,Guess,GES,912463
966,"Oceaneering International",OII,73756
967,"Portland General Electric",POR,784977
968,"Kansas City Southern",KSU,54480
969,"Colonial Bancgroup",CNB,92339
970,"PSS World Medical",PSSI,920527
971,La-Z-Boy,LZB,57131
973,Louisiana-Pacific,LPX,60519
974,"Westar Energy",WR,54507
976,"Chico's FAS",CHS,897429
977,"Piedmont Natural Gas",PNY,78460
978,Sealy,ZZ,748015
979,"MGIC Investment Corporation",MTG,876437
980,"MSC Industrial Direct",MSM,1003078
982,"ExpressJet Holdings",XJT,1144331
983,"Cinemark Holdings",CNK,1385280
984,"New York Community Bancorp",NYB,910073
985,"B/E Aerospace, Inc.",BEAV,861361
986,"Arthur J Gallagher",AJG,354190
987,"Plum Creek Timber",PCL,849213
988,"Central Garden & Pet",CENT,887733
989,"Fairchild Semiconductor Intl",FCS,1036960
990,"Dresser-Rand Group",DRC,1316656
991,"Key Energy Services",KEG,318996
992,"The Dun & Bradstreet Corporation",DNB,1115222
993,"Sun Healthcare Group",SUNH,904978
994,"Hub Group",HUBG,940942
995,Potlatch,PCH,79716
996,"Complete Production Services",CPX,1340041
997,"Bob Evans Farms",BOBE,33769
998,"Meredith Corporation",MDP,65011
999,"Beacon Roofing Supply",BECN,1124941
1000,Atmel,ATML,872448
